Entity,Images
Textile,"['https://upload.wikimedia.org/wikipedia/commons/6/6a/1963_Zepel_advertisement.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/49-QWSTION-BANANATEX-FABRIC.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/BALLS_OF_COTTON_%28ANDHRA_-SOUTH_INDIA%29_READY_FOR_HARVEST.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Banton_Burial_Cloth.JPG']"
TIES OF MATERIALS,[]
Plastic,"['https://upload.wikimedia.org/wikipedia/commons/4/42/1682478-poster-1280-plasticbags.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/A_Ziploc_bag_made_from_LDPE.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Alexander_Parkes_Blue_Plaque.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Bales_of_PET_bottles_stacked.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Blow_molding_process.jpg']"
Cookware,[]
Iron,"['https://upload.wikimedia.org/wikipedia/commons/5/5e/1255_-_Keramikos_Museum%2C_Athens_-_Iron_tool_-_Photo_by_Giovanni_Dall%27Orto%2C_Nov_12_2009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/2-isomers-of-ferrioxalate.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Carboxyhemoglobin_from_1AJ9.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Chinese_Fining_and_Blast_Furnace.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Aluminium,"['https://upload.wikimedia.org/wikipedia/commons/8/83/AlHydrolysis.png', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Al_absorption_by_skin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Al_transport_across_human_cells.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Aluminium-4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Aluminium_-_world_production_trend.svg']"
Copper,"['https://upload.wikimedia.org/wikipedia/commons/f/f7/1953_Canadian_Dime_in_a_box_of_US_Dimes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/ARS_copper_rich_foods.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/AngleseyCopperStream.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Busbars.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/Chrysocolla_Timna_070613.jpg']"
Paper,"['https://upload.wikimedia.org/wikipedia/commons/7/7b/20221129_low_quality_paper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Book_suffering_from_slow_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Chinese_hemp_paper_western_han.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Coloured%2C_textured_craft_card.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Material,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Face (art),[]
Face (art),[]
Shine,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Sandpaper,"['https://upload.wikimedia.org/wikipedia/commons/4/43/320_emery_cloth.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Assorted_coated_abrasives.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Mergefrom.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg']"
Construction,"['https://upload.wikimedia.org/wikipedia/commons/0/04/-37_Construction.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/401-403-410_and_Construction_crop.png', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Algamildj.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Construction_Workers.jpg']"
Property (chemistry),[]
Material,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Metal,"['https://upload.wikimedia.org/wikipedia/commons/6/68/25_litrai_en_%C3%A9lectrum_repr%C3%A9sentant_un_tr%C3%A9pied_delphien.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Akan_MHNT.AC.AF.29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Allegheny_Ludlum_steel_furnace.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Aluminium-4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Antimony-4.jpg']"
Shine,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Iron,"['https://upload.wikimedia.org/wikipedia/commons/5/5e/1255_-_Keramikos_Museum%2C_Athens_-_Iron_tool_-_Photo_by_Giovanni_Dall%27Orto%2C_Nov_12_2009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/2-isomers-of-ferrioxalate.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Carboxyhemoglobin_from_1AJ9.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Chinese_Fining_and_Blast_Furnace.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Compress,['https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']
Hardness,"['https://upload.wikimedia.org/wikipedia/commons/8/8e/Close-packed_spheres.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Dislocation_edge_d2.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Stress-strain1.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Vickers-tester.jpg']"
Cotton,"['https://upload.wikimedia.org/wikipedia/commons/d/dd/Adams_%26_Bazemore_Cotton_Warehouse%2C_4th_near_Poplar%2C_circa_1877_-_DPLA_-_7e9ab74033df525c16cfacddfb85955f.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Armenian_cotton.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/BALLS_OF_COTTON_%28ANDHRA_-SOUTH_INDIA%29_READY_FOR_HARVEST.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Bale_of_cotton_at_LA_State_Cotton_Museum_IMG_7387.JPG']"
Lustre hardness,[]
Glass,"['https://upload.wikimedia.org/wikipedia/commons/7/78/250_mL_Erlenmeyer_flask.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Bottle%2C_wine_%28AM_1997.80.28-1%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Bristol.blue.glass.arp.750pix.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/British_dimpled_glass_pint_jug_with_ale.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Bulk_Metallic_Glass_Sample.jpg']"
Chemical substance,"['https://upload.wikimedia.org/wikipedia/commons/d/d5/Chemical_compounds.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ethanol-2D-skeletal.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Kochendes_wasser02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Nile_red_01.jpg']"
Stirring,[]
Musical composition,"['https://upload.wikimedia.org/wikipedia/commons/c/c3/45_record.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Borodin_Scherzo_in_A_flat.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Chord_chart.mid', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Chord_chart.svg']"
Chemical substance,"['https://upload.wikimedia.org/wikipedia/commons/d/d5/Chemical_compounds.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ethanol-2D-skeletal.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Kochendes_wasser02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Nile_red_01.jpg']"
Solid,"['https://upload.wikimedia.org/wikipedia/commons/9/9b/1D_normal_modes_%28280_kB%29.gif', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Ceranfeld.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Chrysler_Building_detail.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Different_minerals.jpg']"
Chemical substance,"['https://upload.wikimedia.org/wikipedia/commons/d/d5/Chemical_compounds.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ethanol-2D-skeletal.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Kochendes_wasser02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Nile_red_01.jpg']"
Science illustrator,[]
Activity (psychology),[]
Water,"['https://upload.wikimedia.org/wikipedia/commons/9/95/200407-sandouping-sanxiadaba-4.med.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/2006_Global_Water_Availability.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/3D_model_hydrogen_bonds_in_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Access_to_drinking_water_in_third_world.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg']"
Water,"['https://upload.wikimedia.org/wikipedia/commons/9/95/200407-sandouping-sanxiadaba-4.med.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/2006_Global_Water_Availability.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/3D_model_hydrogen_bonds_in_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Access_to_drinking_water_in_third_world.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg']"
Water,"['https://upload.wikimedia.org/wikipedia/commons/9/95/200407-sandouping-sanxiadaba-4.med.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/2006_Global_Water_Availability.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/3D_model_hydrogen_bonds_in_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Access_to_drinking_water_in_third_world.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg']"
Liquid,"['https://upload.wikimedia.org/wikipedia/commons/4/43/2006-01-14_Surface_waves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Blue_Lava_lamp.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Cavitating-prop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Hot_and_cold_water_immiscibility_thermal_image.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Lennard-Jones_Radial_Distribution_Function.svg']"
Glass,"['https://upload.wikimedia.org/wikipedia/commons/7/78/250_mL_Erlenmeyer_flask.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Bottle%2C_wine_%28AM_1997.80.28-1%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Bristol.blue.glass.arp.750pix.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/British_dimpled_glass_pint_jug_with_ale.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Bulk_Metallic_Glass_Sample.jpg']"
 Stir,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Liquid,"['https://upload.wikimedia.org/wikipedia/commons/4/43/2006-01-14_Surface_waves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Blue_Lava_lamp.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Cavitating-prop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Hot_and_cold_water_immiscibility_thermal_image.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Lennard-Jones_Radial_Distribution_Function.svg']"
Gas,"['https://upload.wikimedia.org/wikipedia/commons/3/31/Boyle_air_pump.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/CFD_Shuttle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Compressibility_Factor_of_Air_75-200_K.png', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Daltons_symbols.gif']"
Neural oscillation,"['https://upload.wikimedia.org/wikipedia/commons/5/51/Additive_response.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Amp_response.png', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Current_Clamp_recording_of_Neuron.GIF', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/EEG_Brainwaves.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Freq_response.png']"
Water,"['https://upload.wikimedia.org/wikipedia/commons/9/95/200407-sandouping-sanxiadaba-4.med.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/2006_Global_Water_Availability.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/3D_model_hydrogen_bonds_in_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Access_to_drinking_water_in_third_world.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg']"
Sinking,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Water,"['https://upload.wikimedia.org/wikipedia/commons/9/95/200407-sandouping-sanxiadaba-4.med.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/2006_Global_Water_Availability.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/3D_model_hydrogen_bonds_in_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Access_to_drinking_water_in_third_world.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg']"
Game,"['https://upload.wikimedia.org/wikipedia/commons/1/1f/Clann.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Game_pieces.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Gaming_Board_Inscribed_for_Amenhotep_III_with_Separate_Sliding_Drawer%2C_ca._1390-1353_B.C.E.%2C49.56a-b.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Germany%2C_Mainz%2C_18th_century_-_Gaming_Table_-_1953.284_-_Cleveland_Museum_of_Art.tif']"
Thought,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/En-thought.ogg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Jardin_du_Musee_Rodin_Paris_Le_Penseur_20050402_%2802%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Glass,"['https://upload.wikimedia.org/wikipedia/commons/7/78/250_mL_Erlenmeyer_flask.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Bottle%2C_wine_%28AM_1997.80.28-1%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Bristol.blue.glass.arp.750pix.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/British_dimpled_glass_pint_jug_with_ale.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Bulk_Metallic_Glass_Sample.jpg']"
Material,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Material,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Sugar,"['https://upload.wikimedia.org/wikipedia/commons/1/16/Achard_Franz_Karl.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Andreas_Sigismund_Marggaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Brown_sugar_examples.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Canaviais_Sao_Paulo_01_2008_06.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Material,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Cardboard,"['https://upload.wikimedia.org/wikipedia/commons/b/b7/Aloha_nui_cook.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Archief_Kruisherenklooster_Maastricht_%28RHCL%29-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Arsexpo-_Passe-partout.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Blue-punch-card-front-horiz.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Buch_gebunden_orange.jpg']"
Material,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Material,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Drop (pharmacy),[]
Bottle,"['https://upload.wikimedia.org/wikipedia/commons/2/2c/22872c3aebc44ba42e27b5f1bb568448_%2817921561302%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Beer_bottles_2018_G1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Bocksbeutel_bottle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Botella_de_pl%C3%A1stico_-_PET.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Bottle%2C_Ding_ware%2C_Hebei_province%2C_China%2C_Northern_Song_dynasty%2C_11th-early_12th_century_AD%2C_porcelain_with_iron_pigment_under_transparent_ivory-toned_glaze_-_Freer_Gallery_of_Art_-_DSC05557.JPG']"
Material,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Paper,"['https://upload.wikimedia.org/wikipedia/commons/7/7b/20221129_low_quality_paper.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Book_suffering_from_slow_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Chinese_hemp_paper_western_han.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Coloured%2C_textured_craft_card.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
